date,run,block,psnr,ssim,lpips,points,era,status,note
2026-04-10,citygsv2_mc_aerial_sh0_trim,2,27.832754135131836,0.8465999960899353,0.19591538608074188,~4M,舊資料集,作廢,"CityGSV2官方pipeline sh0; 舊28.9(b7)出處, SfM已換座標系不可比; 舊SfM座標系，數據作廢; 此塊未跑完/OOM，PSNR不可比; ckpt已刪2026-08-17(留其他檔案供復盤)"
2026-04-11,citygsv2_mc_aerial_sh0_trim,3,28.475107192993164,0.8621860146522522,0.17671164870262146,~4M,舊資料集,作廢,"CityGSV2官方pipeline sh0; 舊28.9(b7)出處, SfM已換座標系不可比; 舊SfM座標系，數據作廢; 此塊未跑完/OOM，PSNR不可比; ckpt已刪2026-08-17(留其他檔案供復盤)"
2026-04-11,citygsv2_mc_aerial_sh0_trim,4,30.15507698059082,0.8878448605537415,0.15057019889354706,~4M,舊資料集,作廢,"CityGSV2官方pipeline sh0; 舊28.9(b7)出處, SfM已換座標系不可比; 舊SfM座標系，數據作廢; 此塊未跑完/OOM，PSNR不可比; ckpt已刪2026-08-17(留其他檔案供復盤)"
2026-04-11,citygsv2_mc_aerial_sh0_trim,5,27.236446380615234,0.7623921632766724,0.34276533126831055,~4M,舊資料集,作廢,"CityGSV2官方pipeline sh0; 舊28.9(b7)出處, SfM已換座標系不可比; 舊SfM座標系，數據作廢; 此塊未跑完/OOM，PSNR不可比; ckpt已刪2026-08-17(留其他檔案供復盤)"
2026-04-11,citygsv2_mc_aerial_sh0_trim,6,26.14894676208496,0.7279435396194458,0.40069282054901123,~4M,舊資料集,作廢,"CityGSV2官方pipeline sh0; 舊28.9(b7)出處, SfM已換座標系不可比; 舊SfM座標系，數據作廢; 此塊未跑完/OOM，PSNR不可比; ckpt已刪2026-08-17(留其他檔案供復盤)"
2026-04-11,citygsv2_mc_aerial_sh0_trim,7,28.900531768798828,0.8567672967910767,0.16948096454143524,~4M,舊資料集,作廢,"CityGSV2官方pipeline sh0; 舊28.9(b7)出處, SfM已換座標系不可比; 舊SfM座標系，數據作廢; 此塊未跑完/OOM，PSNR不可比; ckpt已刪2026-08-17(留其他檔案供復盤)"
2026-04-11,citygsv2_mc_aerial_sh0_trim,8,27.766210556030273,0.8332627415657043,0.21542520821094513,~4M,舊資料集,作廢,"CityGSV2官方pipeline sh0; 舊28.9(b7)出處, SfM已換座標系不可比; 舊SfM座標系，數據作廢; 此塊未跑完/OOM，PSNR不可比; ckpt已刪2026-08-17(留其他檔案供復盤)"
2026-04-12,citygsv2_mc_aerial_sh0_trim,10,27.543075561523438,0.7913128733634949,0.30843207240104675,~4M,舊資料集,作廢,"CityGSV2官方pipeline sh0; 舊28.9(b7)出處, SfM已換座標系不可比; 舊SfM座標系，數據作廢; 此塊未跑完/OOM，PSNR不可比; ckpt已刪2026-08-17(留其他檔案供復盤)"
2026-04-12,citygsv2_mc_aerial_sh0_trim,11,27.431509017944336,0.8001859784126282,0.28374966979026794,~4M,舊資料集,作廢,"CityGSV2官方pipeline sh0; 舊28.9(b7)出處, SfM已換座標系不可比; 舊SfM座標系，數據作廢; 此塊未跑完/OOM，PSNR不可比; ckpt已刪2026-08-17(留其他檔案供復盤)"
2026-04-12,citygsv2_mc_aerial_sh0_trim,12,27.794443130493164,0.8378042578697205,0.20439746975898743,~4M,舊資料集,作廢,"CityGSV2官方pipeline sh0; 舊28.9(b7)出處, SfM已換座標系不可比; 舊SfM座標系，數據作廢; 此塊未跑完/OOM，PSNR不可比; ckpt已刪2026-08-17(留其他檔案供復盤)"
2026-04-12,citygsv2_mc_aerial_sh0_trim,13,28.26201820373535,0.8519765734672546,0.19172720611095428,~4M,舊資料集,作廢,"CityGSV2官方pipeline sh0; 舊28.9(b7)出處, SfM已換座標系不可比; 舊SfM座標系，數據作廢; 此塊未跑完/OOM，PSNR不可比; ckpt已刪2026-08-17(留其他檔案供復盤)"
2026-04-12,citygsv2_mc_aerial_sh0_trim,14,30.188983917236328,0.9016558527946472,0.13452278077602386,~4M,舊資料集,作廢,"CityGSV2官方pipeline sh0; 舊28.9(b7)出處, SfM已換座標系不可比; 舊SfM座標系，數據作廢; 此塊未跑完/OOM，PSNR不可比; ckpt已刪2026-08-17(留其他檔案供復盤)"
2026-04-12,citygsv2_mc_aerial_sh0_trim,9,29.493995666503906,0.8820679187774658,0.1582190841436386,~4M,舊資料集,作廢,"CityGSV2官方pipeline sh0; 舊28.9(b7)出處, SfM已換座標系不可比; 舊SfM座標系，數據作廢; 此塊未跑完/OOM，PSNR不可比; ckpt已刪2026-08-17(留其他檔案供復盤)"
2026-04-13,citygsv2_mc_aerial_sh0_trim,15,31.162513732910156,0.893432080745697,0.17583510279655457,~4M,舊資料集,作廢,"CityGSV2官方pipeline sh0; 舊28.9(b7)出處, SfM已換座標系不可比; 舊SfM座標系，數據作廢; 此塊未跑完/OOM，PSNR不可比; ckpt已刪2026-08-17(留其他檔案供復盤)"
2026-04-13,citygsv2_mc_aerial_sh0_trim,16,29.20204734802246,0.8613859415054321,0.1762108951807022,~4M,舊資料集,作廢,"CityGSV2官方pipeline sh0; 舊28.9(b7)出處, SfM已換座標系不可比; 舊SfM座標系，數據作廢; 此塊未跑完/OOM，PSNR不可比; ckpt已刪2026-08-17(留其他檔案供復盤)"
2026-04-13,citygsv2_mc_aerial_sh0_trim,17,28.191394805908203,0.8384876847267151,0.21577619016170502,~4M,舊資料集,作廢,"CityGSV2官方pipeline sh0; 舊28.9(b7)出處, SfM已換座標系不可比; 舊SfM座標系，數據作廢; 此塊未跑完/OOM，PSNR不可比; ckpt已刪2026-08-17(留其他檔案供復盤)"
2026-04-13,citygsv2_mc_aerial_sh0_trim,18,29.244234085083008,0.8597348928451538,0.18771259486675262,~4M,舊資料集,作廢,"CityGSV2官方pipeline sh0; 舊28.9(b7)出處, SfM已換座標系不可比; 舊SfM座標系，數據作廢; 此塊未跑完/OOM，PSNR不可比; ckpt已刪2026-08-17(留其他檔案供復盤)"
2026-04-13,citygsv2_mc_aerial_sh0_trim,19,30.933629989624023,0.8832757472991943,0.19905579090118408,~4M,舊資料集,作廢,"CityGSV2官方pipeline sh0; 舊28.9(b7)出處, SfM已換座標系不可比; 舊SfM座標系，數據作廢; 此塊未跑完/OOM，PSNR不可比; ckpt已刪2026-08-17(留其他檔案供復盤)"
2026-04-14,citygsv2_mc_aerial_sh0_trim,20,29.455015182495117,0.8578539490699768,0.2444150745868683,~4M,舊資料集,作廢,"CityGSV2官方pipeline sh0; 舊28.9(b7)出處, SfM已換座標系不可比; 舊SfM座標系，數據作廢; 此塊未跑完/OOM，PSNR不可比; ckpt已刪2026-08-17(留其他檔案供復盤)"
2026-04-14,citygsv2_mc_aerial_sh0_trim,21,26.82952117919922,0.7831981182098389,0.33303824067115784,~4M,舊資料集,作廢,"CityGSV2官方pipeline sh0; 舊28.9(b7)出處, SfM已換座標系不可比; 舊SfM座標系，數據作廢; 此塊未跑完/OOM，PSNR不可比; ckpt已刪2026-08-17(留其他檔案供復盤)"
2026-04-14,citygsv2_mc_aerial_sh0_trim,22,27.668346405029297,0.8158810138702393,0.286206990480423,~4M,舊資料集,作廢,"CityGSV2官方pipeline sh0; 舊28.9(b7)出處, SfM已換座標系不可比; 舊SfM座標系，數據作廢; 此塊未跑完/OOM，PSNR不可比; ckpt已刪2026-08-17(留其他檔案供復盤)"
2026-04-14,citygsv2_mc_aerial_sh0_trim,23,29.17888641357422,0.8529468774795532,0.23261123895645142,~4M,舊資料集,作廢,"CityGSV2官方pipeline sh0; 舊28.9(b7)出處, SfM已換座標系不可比; 舊SfM座標系，數據作廢; 此塊未跑完/OOM，PSNR不可比; ckpt已刪2026-08-17(留其他檔案供復盤)"
2026-05-07,_from_bc,,,,,,舊資料集,待補,2026-08-17 自動補列; 舊SfM座標系，數據作廢; ckpt已刪2026-08-17(留其他檔案供復盤)
2026-05-07,citygsv2_mc_aerial_sh2_trim,12,,,,,舊資料集,待補,2026-08-17 自動補列; 舊SfM座標系，數據作廢; ckpt已刪2026-08-17(留其他檔案供復盤)
2026-05-08,depth_init_block0_full,0,,,,,舊資料集,作廢,init測試; 舊SfM座標系，數據作廢; ckpt已刪2026-08-17(留其他檔案供復盤)
2026-05-09,RTG_mc_aerial_coarse_sh2,,20.393848419189453,0.6106916666030884,0.6774778366088867,,舊資料集,作廢,舊coarse ckpt; 舊SfM座標系，數據作廢; ckpt已刪2026-08-17(留其他檔案供復盤)
2026-05-09,RTG_mc_aerial_sh2_trim24,0,,,,,舊資料集,作廢,RTGStable首版(S3-S7); 舊SfM座標系，數據作廢; ckpt已刪2026-08-17(留其他檔案供復盤)
2026-05-10,RTG_mc_aerial_sh2_trim24,1,,,,,舊資料集,作廢,RTGStable首版(S3-S7); 舊SfM座標系，數據作廢; ckpt已刪2026-08-17(留其他檔案供復盤)
2026-05-10,RTG_mc_aerial_sh2_trim24,2,,,,,舊資料集,作廢,RTGStable首版(S3-S7); 舊SfM座標系，數據作廢; ckpt已刪2026-08-17(留其他檔案供復盤)
2026-05-10,RTG_mc_aerial_sh2_trim24,4,,,,,舊資料集,作廢,RTGStable首版(S3-S7); 舊SfM座標系，數據作廢; ckpt已刪2026-08-17(留其他檔案供復盤)
2026-05-10,aerial_train_block_all,,,,,,GT錯位,作廢,GT錯位期(影像對到鄰幀)，數據作廢; ckpt已刪2026-08-17(留其他檔案供復盤)
2026-05-11,RTG_mc_aerial_sh2_trim24,5,,,,,舊資料集,作廢,RTGStable首版(S3-S7); 舊SfM座標系，數據作廢; ckpt已刪2026-08-17(留其他檔案供復盤)
2026-05-11,RTG_mc_aerial_sh2_trim24,6,,,,,舊資料集,作廢,RTGStable首版(S3-S7); 舊SfM座標系，數據作廢; ckpt已刪2026-08-17(留其他檔案供復盤)
2026-05-12,RTG_mc_aerial_sh2_trim24,6,,,,,舊資料集,作廢,RTGStable首版(S3-S7); 舊SfM座標系，數據作廢; ckpt已刪2026-08-17(留其他檔案供復盤)
2026-05-12,RTG_mc_aerial_sh2_trim24,6,,,,,舊資料集,作廢,RTGStable首版(S3-S7); 舊SfM座標系，數據作廢; ckpt已刪2026-08-17(留其他檔案供復盤)
2026-05-12,RTG_mc_aerial_sh2_trim24,7,,,,,舊資料集,作廢,RTGStable首版(S3-S7); 舊SfM座標系，數據作廢; ckpt已刪2026-08-17(留其他檔案供復盤)
2026-05-12,RTG_mc_aerial_sh2_trim24,7,,,,,舊資料集,作廢,RTGStable首版(S3-S7); 舊SfM座標系，數據作廢; ckpt已刪2026-08-17(留其他檔案供復盤)
2026-05-14,ADMM_RTG_mc_aerial_sh2_trim,0,26.990861892700195,0.7211753726005554,0.5839888453483582,,舊資料集,作廢,ADMM 25塊 5-outer; merged 19.51不可信(drift); 舊SfM座標系，數據作廢; ckpt已刪2026-08-17(留其他檔案供復盤)
2026-05-14,ADMM_RTG_mc_aerial_sh2_trim,1,25.51106834411621,0.7258742451667786,0.5671423673629761,,舊資料集,作廢,ADMM 25塊 5-outer; merged 19.51不可信(drift); 舊SfM座標系，數據作廢; ckpt已刪2026-08-17(留其他檔案供復盤)
2026-05-14,ADMM_RTG_mc_aerial_sh2_trim,10,21.882526397705078,0.6530430316925049,0.6597551107406616,,舊資料集,作廢,ADMM 25塊 5-outer; merged 19.51不可信(drift); 舊SfM座標系，數據作廢; ckpt已刪2026-08-17(留其他檔案供復盤)
2026-05-14,ADMM_RTG_mc_aerial_sh2_trim,11,21.684423446655273,0.6240817308425903,0.6647871732711792,,舊資料集,作廢,ADMM 25塊 5-outer; merged 19.51不可信(drift); 舊SfM座標系，數據作廢; ckpt已刪2026-08-17(留其他檔案供復盤)
2026-05-14,ADMM_RTG_mc_aerial_sh2_trim,12,22.01804542541504,0.6112374067306519,0.6230825781822205,,舊資料集,作廢,ADMM 25塊 5-outer; merged 19.51不可信(drift); 舊SfM座標系，數據作廢; ckpt已刪2026-08-17(留其他檔案供復盤)
2026-05-14,ADMM_RTG_mc_aerial_sh2_trim,13,21.28957748413086,0.5866869688034058,0.583855390548706,,舊資料集,作廢,ADMM 25塊 5-outer; merged 19.51不可信(drift); 舊SfM座標系，數據作廢; ckpt已刪2026-08-17(留其他檔案供復盤)
2026-05-14,ADMM_RTG_mc_aerial_sh2_trim,14,19.756549835205078,0.5693621039390564,0.6685415506362915,,舊資料集,作廢,ADMM 25塊 5-outer; merged 19.51不可信(drift); 舊SfM座標系，數據作廢; ckpt已刪2026-08-17(留其他檔案供復盤)
2026-05-14,ADMM_RTG_mc_aerial_sh2_trim,15,27.738977432250977,0.7876209616661072,0.3798292577266693,,舊資料集,作廢,ADMM 25塊 5-outer; merged 19.51不可信(drift); 舊SfM座標系，數據作廢; ckpt已刪2026-08-17(留其他檔案供復盤)
2026-05-14,ADMM_RTG_mc_aerial_sh2_trim,16,22.704177856445312,0.6427956223487854,0.5266185402870178,,舊資料集,作廢,ADMM 25塊 5-outer; merged 19.51不可信(drift); 舊SfM座標系，數據作廢; ckpt已刪2026-08-17(留其他檔案供復盤)
2026-05-14,ADMM_RTG_mc_aerial_sh2_trim,17,25.21990966796875,0.671039342880249,0.4874249994754791,,舊資料集,作廢,ADMM 25塊 5-outer; merged 19.51不可信(drift); 舊SfM座標系，數據作廢; ckpt已刪2026-08-17(留其他檔案供復盤)
2026-05-14,ADMM_RTG_mc_aerial_sh2_trim,18,26.728361129760742,0.7295097708702087,0.4401912987232208,,舊資料集,作廢,ADMM 25塊 5-outer; merged 19.51不可信(drift); 舊SfM座標系，數據作廢; ckpt已刪2026-08-17(留其他檔案供復盤)
2026-05-14,ADMM_RTG_mc_aerial_sh2_trim,19,24.306928634643555,0.706104040145874,0.4221712350845337,,舊資料集,作廢,ADMM 25塊 5-outer; merged 19.51不可信(drift); 舊SfM座標系，數據作廢; ckpt已刪2026-08-17(留其他檔案供復盤)
2026-05-14,ADMM_RTG_mc_aerial_sh2_trim,2,25.0929012298584,0.762437105178833,0.38298267126083374,,舊資料集,作廢,ADMM 25塊 5-outer; merged 19.51不可信(drift); 舊SfM座標系，數據作廢; ckpt已刪2026-08-17(留其他檔案供復盤)
2026-05-14,ADMM_RTG_mc_aerial_sh2_trim,20,22.610750198364258,0.6957823634147644,0.6267473101615906,,舊資料集,作廢,ADMM 25塊 5-outer; merged 19.51不可信(drift); 舊SfM座標系，數據作廢; ckpt已刪2026-08-17(留其他檔案供復盤)
2026-05-14,ADMM_RTG_mc_aerial_sh2_trim,21,23.927194595336914,0.6528298854827881,0.6618502140045166,,舊資料集,作廢,ADMM 25塊 5-outer; merged 19.51不可信(drift); 舊SfM座標系，數據作廢; ckpt已刪2026-08-17(留其他檔案供復盤)
2026-05-14,ADMM_RTG_mc_aerial_sh2_trim,22,22.097597122192383,0.6434537768363953,0.6693598628044128,,舊資料集,作廢,ADMM 25塊 5-outer; merged 19.51不可信(drift); 舊SfM座標系，數據作廢; ckpt已刪2026-08-17(留其他檔案供復盤)
2026-05-14,ADMM_RTG_mc_aerial_sh2_trim,23,22.588214874267578,0.672442615032196,0.592481255531311,,舊資料集,作廢,ADMM 25塊 5-outer; merged 19.51不可信(drift); 舊SfM座標系，數據作廢; ckpt已刪2026-08-17(留其他檔案供復盤)
2026-05-14,ADMM_RTG_mc_aerial_sh2_trim,24,24.811742782592773,0.6947817206382751,0.5106253027915955,,舊資料集,作廢,ADMM 25塊 5-outer; merged 19.51不可信(drift); 舊SfM座標系，數據作廢; ckpt已刪2026-08-17(留其他檔案供復盤)
2026-05-14,ADMM_RTG_mc_aerial_sh2_trim,3,20.462417602539062,0.6790570020675659,0.5195838212966919,,舊資料集,作廢,ADMM 25塊 5-outer; merged 19.51不可信(drift); 舊SfM座標系，數據作廢; ckpt已刪2026-08-17(留其他檔案供復盤)
2026-05-14,ADMM_RTG_mc_aerial_sh2_trim,4,26.254940032958984,0.7467339634895325,0.45120808482170105,,舊資料集,作廢,ADMM 25塊 5-outer; merged 19.51不可信(drift); 舊SfM座標系，數據作廢; ckpt已刪2026-08-17(留其他檔案供復盤)
2026-05-14,ADMM_RTG_mc_aerial_sh2_trim,5,22.699052810668945,0.6733613610267639,0.6199564933776855,,舊資料集,作廢,ADMM 25塊 5-outer; merged 19.51不可信(drift); 舊SfM座標系，數據作廢; ckpt已刪2026-08-17(留其他檔案供復盤)
2026-05-14,ADMM_RTG_mc_aerial_sh2_trim,6,23.002492904663086,0.6264863014221191,0.6653455495834351,,舊資料集,作廢,ADMM 25塊 5-outer; merged 19.51不可信(drift); 舊SfM座標系，數據作廢; ckpt已刪2026-08-17(留其他檔案供復盤)
2026-05-14,ADMM_RTG_mc_aerial_sh2_trim,7,20.843055725097656,0.6213719248771667,0.45581305027008057,,舊資料集,作廢,ADMM 25塊 5-outer; merged 19.51不可信(drift); 舊SfM座標系，數據作廢; ckpt已刪2026-08-17(留其他檔案供復盤)
2026-05-14,ADMM_RTG_mc_aerial_sh2_trim,8,20.119295120239258,0.5865488648414612,0.5553473234176636,,舊資料集,作廢,ADMM 25塊 5-outer; merged 19.51不可信(drift); 舊SfM座標系，數據作廢; ckpt已刪2026-08-17(留其他檔案供復盤)
2026-05-14,ADMM_RTG_mc_aerial_sh2_trim,9,26.20383071899414,0.8478954434394836,0.30038005113601685,,舊資料集,作廢,ADMM 25塊 5-outer; merged 19.51不可信(drift); 舊SfM座標系，數據作廢; ckpt已刪2026-08-17(留其他檔案供復盤)
2026-05-15,ADMM_RTG_mc_aerial_sh2_trim,,,,,,舊資料集,作廢,ADMM 25塊 5-outer; merged 19.51不可信(drift); 舊SfM座標系，數據作廢; ckpt已刪2026-08-17(留其他檔案供復盤)
2026-05-17,RTG_mc_no_ADDM_aerial_sh2_trim,0,27.1995792388916,0.7245550751686096,0.5752843618392944,,舊資料集,作廢,no-ADMM對照 25塊; 舊SfM座標系，數據作廢; ckpt已刪2026-08-17(留其他檔案供復盤)
2026-05-17,RTG_mc_no_ADDM_aerial_sh2_trim,1,25.710445404052734,0.7293906807899475,0.5609180331230164,,舊資料集,作廢,no-ADMM對照 25塊; 舊SfM座標系，數據作廢; ckpt已刪2026-08-17(留其他檔案供復盤)
2026-05-17,RTG_mc_no_ADDM_aerial_sh2_trim,2,25.531497955322266,0.7801258563995361,0.3658536374568939,,舊資料集,作廢,no-ADMM對照 25塊; 舊SfM座標系，數據作廢; ckpt已刪2026-08-17(留其他檔案供復盤)
2026-05-17,RTG_mc_no_ADDM_aerial_sh2_trim,3,20.727466583251953,0.6903707981109619,0.504854679107666,,舊資料集,作廢,no-ADMM對照 25塊; 舊SfM座標系，數據作廢; ckpt已刪2026-08-17(留其他檔案供復盤)
2026-05-17,RTG_mc_no_ADDM_aerial_sh2_trim,4,26.572864532470703,0.7507635354995728,0.4389462172985077,,舊資料集,作廢,no-ADMM對照 25塊; 舊SfM座標系，數據作廢; ckpt已刪2026-08-17(留其他檔案供復盤)
2026-05-17,RTG_mc_no_ADDM_aerial_sh2_trim,5,23.076313018798828,0.6804122924804688,0.6132158041000366,,舊資料集,作廢,no-ADMM對照 25塊; 舊SfM座標系，數據作廢; ckpt已刪2026-08-17(留其他檔案供復盤)
2026-05-17,RTG_mc_no_ADDM_aerial_sh2_trim,6,23.498201370239258,0.635959267616272,0.6565905213356018,,舊資料集,作廢,no-ADMM對照 25塊; 舊SfM座標系，數據作廢; ckpt已刪2026-08-17(留其他檔案供復盤)
2026-05-17,RTG_mc_no_ADDM_aerial_sh2_trim,7,21.96736717224121,0.6660391688346863,0.41485512256622314,,舊資料集,作廢,no-ADMM對照 25塊; 舊SfM座標系，數據作廢; ckpt已刪2026-08-17(留其他檔案供復盤)
2026-05-18,RTG_mc_no_ADDM_aerial_sh2_trim,10,22.621295928955078,0.662853479385376,0.6441292762756348,,舊資料集,作廢,no-ADMM對照 25塊; 舊SfM座標系，數據作廢; ckpt已刪2026-08-17(留其他檔案供復盤)
2026-05-18,RTG_mc_no_ADDM_aerial_sh2_trim,11,20.467849731445312,0.5874713063240051,0.7912416458129883,,舊資料集,作廢,no-ADMM對照 25塊; 舊SfM座標系，數據作廢; 此塊未跑完/OOM，PSNR不可比; ckpt已刪2026-08-17(留其他檔案供復盤)
2026-05-18,RTG_mc_no_ADDM_aerial_sh2_trim,12,22.80031967163086,0.6314752697944641,0.6002042293548584,,舊資料集,作廢,no-ADMM對照 25塊; 舊SfM座標系，數據作廢; ckpt已刪2026-08-17(留其他檔案供復盤)
2026-05-18,RTG_mc_no_ADDM_aerial_sh2_trim,13,22.289113998413086,0.6216022372245789,0.5666202306747437,,舊資料集,作廢,no-ADMM對照 25塊; 舊SfM座標系，數據作廢; ckpt已刪2026-08-17(留其他檔案供復盤)
2026-05-18,RTG_mc_no_ADDM_aerial_sh2_trim,14,20.2696533203125,0.5926739573478699,0.6366697549819946,,舊資料集,作廢,no-ADMM對照 25塊; 舊SfM座標系，數據作廢; ckpt已刪2026-08-17(留其他檔案供復盤)
2026-05-18,RTG_mc_no_ADDM_aerial_sh2_trim,15,29.17439842224121,0.8095400929450989,0.3591000437736511,,舊資料集,作廢,no-ADMM對照 25塊; 舊SfM座標系，數據作廢; ckpt已刪2026-08-17(留其他檔案供復盤)
2026-05-18,RTG_mc_no_ADDM_aerial_sh2_trim,16,23.71047019958496,0.6743001937866211,0.5033513307571411,,舊資料集,作廢,no-ADMM對照 25塊; 舊SfM座標系，數據作廢; ckpt已刪2026-08-17(留其他檔案供復盤)
2026-05-18,RTG_mc_no_ADDM_aerial_sh2_trim,8,20.819087982177734,0.6172641515731812,0.5255199670791626,,舊資料集,作廢,no-ADMM對照 25塊; 舊SfM座標系，數據作廢; ckpt已刪2026-08-17(留其他檔案供復盤)
2026-05-18,RTG_mc_no_ADDM_aerial_sh2_trim,9,26.372173309326172,0.8533167243003845,0.2899908721446991,,舊資料集,作廢,no-ADMM對照 25塊; 舊SfM座標系，數據作廢; ckpt已刪2026-08-17(留其他檔案供復盤)
2026-05-19,RTG_mc_no_ADDM_aerial_sh2_trim,17,26.61641502380371,0.7066964507102966,0.4579886198043823,,舊資料集,作廢,no-ADMM對照 25塊; 舊SfM座標系，數據作廢; ckpt已刪2026-08-17(留其他檔案供復盤)
2026-05-19,RTG_mc_no_ADDM_aerial_sh2_trim,18,28.265260696411133,0.7586886286735535,0.41304394602775574,,舊資料集,作廢,no-ADMM對照 25塊; 舊SfM座標系，數據作廢; ckpt已刪2026-08-17(留其他檔案供復盤)
2026-05-19,RTG_mc_no_ADDM_aerial_sh2_trim,19,25.54806900024414,0.7452405095100403,0.39548730850219727,,舊資料集,作廢,no-ADMM對照 25塊; 舊SfM座標系，數據作廢; ckpt已刪2026-08-17(留其他檔案供復盤)
2026-05-19,RTG_mc_no_ADDM_aerial_sh2_trim,20,22.92623519897461,0.7046287059783936,0.6126005053520203,,舊資料集,作廢,no-ADMM對照 25塊; 舊SfM座標系，數據作廢; ckpt已刪2026-08-17(留其他檔案供復盤)
2026-05-19,RTG_mc_no_ADDM_aerial_sh2_trim,21,24.401639938354492,0.6622019410133362,0.6483013033866882,,舊資料集,作廢,no-ADMM對照 25塊; 舊SfM座標系，數據作廢; ckpt已刪2026-08-17(留其他檔案供復盤)
2026-05-19,RTG_mc_no_ADDM_aerial_sh2_trim,22,22.67191505432129,0.6545659899711609,0.6579249501228333,,舊資料集,作廢,no-ADMM對照 25塊; 舊SfM座標系，數據作廢; ckpt已刪2026-08-17(留其他檔案供復盤)
2026-05-19,RTG_mc_no_ADDM_aerial_sh2_trim,23,22.9981632232666,0.6944326162338257,0.5784909129142761,,舊資料集,作廢,no-ADMM對照 25塊; 舊SfM座標系，數據作廢; ckpt已刪2026-08-17(留其他檔案供復盤)
2026-05-19,RTG_mc_no_ADDM_aerial_sh2_trim,24,25.366586685180664,0.7171157598495483,0.4941256046295166,,舊資料集,作廢,no-ADMM對照 25塊; 舊SfM座標系，數據作廢; ckpt已刪2026-08-17(留其他檔案供復盤)
2026-05-21,ADMM_v2_RTG_mc_aerial_sh2_trim,0,27.40070152282715,0.7253822684288025,0.5706407427787781,,舊資料集,作廢,公平比較版; +0.06=net-zero(多訓練買的); 舊SfM座標系，數據作廢; ckpt已刪2026-08-17(留其他檔案供復盤)
2026-05-21,ADMM_v2_RTG_mc_aerial_sh2_trim,1,26.036052703857422,0.7319069504737854,0.5553962588310242,,舊資料集,作廢,公平比較版; +0.06=net-zero(多訓練買的); 舊SfM座標系，數據作廢; ckpt已刪2026-08-17(留其他檔案供復盤)
2026-05-21,ADMM_v2_RTG_mc_aerial_sh2_trim,10,22.752727508544922,0.6640998125076294,0.6383780837059021,,舊資料集,作廢,公平比較版; +0.06=net-zero(多訓練買的); 舊SfM座標系，數據作廢; ckpt已刪2026-08-17(留其他檔案供復盤)
2026-05-21,ADMM_v2_RTG_mc_aerial_sh2_trim,11,21.71482276916504,0.6241857409477234,0.6199819445610046,,舊資料集,作廢,公平比較版; +0.06=net-zero(多訓練買的); 舊SfM座標系，數據作廢; ckpt已刪2026-08-17(留其他檔案供復盤)
2026-05-21,ADMM_v2_RTG_mc_aerial_sh2_trim,12,22.859905242919922,0.6314195394515991,0.5947065353393555,,舊資料集,作廢,公平比較版; +0.06=net-zero(多訓練買的); 舊SfM座標系，數據作廢; ckpt已刪2026-08-17(留其他檔案供復盤)
2026-05-21,ADMM_v2_RTG_mc_aerial_sh2_trim,13,22.325660705566406,0.6227565407752991,0.5630111694335938,,舊資料集,作廢,公平比較版; +0.06=net-zero(多訓練買的); 舊SfM座標系，數據作廢; ckpt已刪2026-08-17(留其他檔案供復盤)
